,Sentence1,Sentence2,Pair_ID,Sense1,Sense2,Verb,PairType
84,The film broke the boxoffice.,The rain broke the silence.,break4,to exhaust or deplete,to interrupt or disrupt,break,different
85,The glass broke the windowpanes.,The ice broke the boat.,break5,to shatter or shake apart,to cause to separate or divide,break,different
86,The glass broke the windowpanes.,The lawbreakers broke the law.,break6,to shatter or shake apart,to violate or disobey,break,different
87,The glass broke the windowpanes.,The lawsuit broke the company.,break7,to shatter or shake apart,to change or alter,break,different
88,The glass broke the windowpanes.,The rain broke the silence.,break8,to shatter or shake apart,to interrupt or disrupt,break,different
89,The ice broke the boat.,The lawbreakers broke the law.,break9,to cause to separate or divide,to violate or disobey,break,different
90,The boy built the sandcastle.,The carpenter built the table.,build0,create,construct,build,different
91,The boy built the sandcastle.,The company built the marketing.,build1,create,develop,build,different
92,The boy built the sandcastle.,The teacher built the test.,build10,create,create,build,same
93,The carpenter built the table.,The engineers built the bridge.,build11,construct,construct,build,same
94,The city built the parkland.,The company built the marketing.,build12,develop,develop,build,same
95,The company built the factory.,The company built the plant.,build13,establish,establish,build,same
96,The company built the software.,The government built the roads.,build14,improve,improve,build,same
97,The boy built the sandcastle.,The company built the plant.,build2,create,establish,build,different
98,The boy built the sandcastle.,The government built the roads.,build3,create,improve,build,different
99,The carpenter built the table.,The company built the marketing.,build4,construct,develop,build,different
100,The carpenter built the table.,The company built the plant.,build5,construct,establish,build,different
101,The carpenter built the table.,The government built the roads.,build6,construct,improve,build,different
102,The company built the marketing.,The company built the plant.,build7,develop,establish,build,different
103,The company built the marketing.,The government built the roads.,build8,develop,improve,build,different
104,The company built the plant.,The government built the roads.,build9,establish,improve,build,different
105,The candle burned the incense.,The fire burned the floorboards.,burn0,"move quickly and intensely, as if fueled by fire",char or scorch the surface of something,burn,different
106,The candle burned the incense.,The fire burned the house.,burn1,"move quickly and intensely, as if fueled by fire",consume or destroy by fire,burn,different
107,The fire burned the floorboards.,The woman burned the steak.,burn10,char or scorch the surface of something,have a strong desire or craving,burn,different
108,The fire burned the house.,The fire burned the woodstove.,burn11,consume or destroy by fire,use up or exhaust a resource,burn,different
109,The fire burned the house.,The flames burned the walls.,burn12,consume or destroy by fire,"experience a strong emotion, such as anger or passion",burn,different
110,The fire burned the house.,The sun burned the skin.,burn13,consume or destroy by fire,cause to feel intense heat or pain,burn,different
111,The fire burned the house.,The woman burned the steak.,burn14,consume or destroy by fire,have a strong desire or craving,burn,different
112,The fire burned the woodstove.,The flames burned the walls.,burn15,use up or exhaust a resource,"experience a strong emotion, such as anger or passion",burn,different
113,The fire burned the woodstove.,The sun burned the skin.,burn16,use up or exhaust a resource,cause to feel intense heat or pain,burn,different
114,The fire burned the woodstove.,The woman burned the steak.,burn17,use up or exhaust a resource,have a strong desire or craving,burn,different
115,The flames burned the walls.,The sun burned the skin.,burn18,"experience a strong emotion, such as anger or passion",cause to feel intense heat or pain,burn,different
116,The flames burned the walls.,The woman burned the steak.,burn19,"experience a strong emotion, such as anger or passion",have a strong desire or craving,burn,different
117,The candle burned the incense.,The fire burned the woodstove.,burn2,"move quickly and intensely, as if fueled by fire",use up or exhaust a resource,burn,different
118,The sun burned the skin.,The woman burned the steak.,burn20,cause to feel intense heat or pain,have a strong desire or craving,burn,different
119,The actor burned the stageboards.,The flames burned the walls.,burn21,"experience a strong emotion, such as anger or passion","experience a strong emotion, such as anger or passion",burn,same
120,The candle burned the incense.,The crowd burned the effigy.,burn22,"move quickly and intensely, as if fueled by fire","move quickly and intensely, as if fueled by fire",burn,same
121,The electricity burned the motorcycle.,The fire burned the woodstove.,burn23,use up or exhaust a resource,use up or exhaust a resource,burn,same
122,The fire burned the floorboards.,The sun burned the grass.,burn24,char or scorch the surface of something,char or scorch the surface of something,burn,same
123,The fire burned the house.,The house burned the otherday.,burn25,consume or destroy by fire,consume or destroy by fire,burn,same
124,The fire burned the paper.,The sun burned the skin.,burn26,cause to feel intense heat or pain,cause to feel intense heat or pain,burn,same
125,The smell burned the nostrils.,The woman burned the steak.,burn27,have a strong desire or craving,have a strong desire or craving,burn,same
126,The candle burned the incense.,The flames burned the walls.,burn3,"move quickly and intensely, as if fueled by fire","experience a strong emotion, such as anger or passion",burn,different
127,The candle burned the incense.,The sun burned the skin.,burn4,"move quickly and intensely, as if fueled by fire",cause to feel intense heat or pain,burn,different
128,The candle burned the incense.,The woman burned the steak.,burn5,"move quickly and intensely, as if fueled by fire",have a strong desire or craving,burn,different
129,The fire burned the floorboards.,The fire burned the house.,burn6,char or scorch the surface of something,consume or destroy by fire,burn,different
130,The fire burned the floorboards.,The fire burned the woodstove.,burn7,char or scorch the surface of something,use up or exhaust a resource,burn,different
131,The fire burned the floorboards.,The flames burned the walls.,burn8,char or scorch the surface of something,"experience a strong emotion, such as anger or passion",burn,different
132,The fire burned the floorboards.,The sun burned the skin.,burn9,char or scorch the surface of something,cause to feel intense heat or pain,burn,different
133,The boy buttoned the jacket.,The buttoning buttoned the jacket.,button0,the act of pressing a button,the act of pressing a button,button,same
134,The director cast the actors.,The magician cast the spell.,cast0,to assign a role or part to someone,to throw or project something,cast,different
135,The director cast the actors.,The oracle cast the future.,cast1,to assign a role or part to someone,to predict or prophesy something,cast,different
136,The director cast the actors.,The director cast the lead.,cast10,to assign a role or part to someone,to assign a role or part to someone,cast,same
137,The girl cast the dice.,The magician cast the spell.,cast11,to throw or project something,to throw or project something,cast,same
138,The oracle cast the future.,The weatherman cast the weather.,cast12,to predict or prophesy something,to predict or prophesy something,cast,same
139,The people cast the votes.,The voters cast the votes.,cast13,to vote or elect someone,to vote or elect someone,cast,same
140,The sculptor cast the bronze.,The sculptor cast the statue.,cast14,to shape or form something using a mold or a cast,to shape or form something using a mold or a cast,cast,same
141,The director cast the actors.,The people cast the votes.,cast2,to assign a role or part to someone,to vote or elect someone,cast,different
142,The director cast the actors.,The sculptor cast the bronze.,cast3,to assign a role or part to someone,to shape or form something using a mold or a cast,cast,different
143,The magician cast the spell.,The oracle cast the future.,cast4,to throw or project something,to predict or prophesy something,cast,different
144,The magician cast the spell.,The people cast the votes.,cast5,to throw or project something,to vote or elect someone,cast,different
145,The magician cast the spell.,The sculptor cast the bronze.,cast6,to throw or project something,to shape or form something using a mold or a cast,cast,different
146,The oracle cast the future.,The people cast the votes.,cast7,to predict or prophesy something,to vote or elect someone,cast,different
147,The oracle cast the future.,The sculptor cast the bronze.,cast8,to predict or prophesy something,to shape or form something using a mold or a cast,cast,different
148,The people cast the votes.,The sculptor cast the bronze.,cast9,to vote or elect someone,to shape or form something using a mold or a cast,cast,different
149,The boy caught the flu.,The cat caught the mouse.,catch0,"experience or undergo something, such as a feeling or a situation",seize or take hold of something physically,catch,different
150,The boy caught the flu.,The computer caught the typo.,catch1,"experience or undergo something, such as a feeling or a situation","identify or detect something, such as an error or a mistake",catch,different
151,The boy caught the flu.,The children caught the flu.,catch10,"experience or undergo something, such as a feeling or a situation","experience or undergo something, such as a feeling or a situation",catch,same
152,The cat caught the mouse.,The child caught the ball.,catch11,seize or take hold of something physically,seize or take hold of something physically,catch,same
153,The computer caught the typo.,The secretary caught the mistake.,catch12,"identify or detect something, such as an error or a mistake","identify or detect something, such as an error or a mistake",catch,same
154,The dog caught the ball.,The police caught the thief.,catch13,prevent or stop something from happening or continuing,prevent or stop something from happening or continuing,catch,same
155,The virus caught the man.,The virus caught the patient.,catch14,"obtain or acquire something, such as a disease or an emotion","obtain or acquire something, such as a disease or an emotion",catch,same
156,The boy caught the flu.,The police caught the thief.,catch2,"experience or undergo something, such as a feeling or a situation",prevent or stop something from happening or continuing,catch,different
157,The boy caught the flu.,The virus caught the man.,catch3,"experience or undergo something, such as a feeling or a situation","obtain or acquire something, such as a disease or an emotion",catch,different
158,The cat caught the mouse.,The computer caught the typo.,catch4,seize or take hold of something physically,"identify or detect something, such as an error or a mistake",catch,different
159,The cat caught the mouse.,The police caught the thief.,catch5,seize or take hold of something physically,prevent or stop something from happening or continuing,catch,different
160,The cat caught the mouse.,The virus caught the man.,catch6,seize or take hold of something physically,"obtain or acquire something, such as a disease or an emotion",catch,different
161,The computer caught the typo.,The police caught the thief.,catch7,"identify or detect something, such as an error or a mistake",prevent or stop something from happening or continuing,catch,different
162,The computer caught the typo.,The virus caught the man.,catch8,"identify or detect something, such as an error or a mistake","obtain or acquire something, such as a disease or an emotion",catch,different
163,The police caught the thief.,The virus caught the man.,catch9,prevent or stop something from happening or continuing,"obtain or acquire something, such as a disease or an emotion",catch,different
164,The car chipped the bumper.,The chips chipped the windshields.,chip0,the act of breaking or cracking something into small pieces especially a hard or brittle substance,the act of breaking or cracking something into small pieces especially a hard or brittle substance,chip,same
165,The butcher chopped the meat.,The chef chopped the onion.,chop0,to cut or slice something using a sharp instrument such as a knife or axe,to cut or slice something using a sharp instrument such as a knife or axe,chop,same
166,The boy chucked the ball.,The quarterback chucked the football.,chuck0,to throw or hurl something away or out of ones hand or from a place,to throw or hurl something away or out of ones hand or from a place,chuck,same
167,The cleaner cleaned the kitchenfloor.,The teacher cleaned the chalkboard.,clean0,to remove dirt stains or impurities from a surface or object using a cleaning agent water or other means,to remove dirt stains or impurities from a surface or object using a cleaning agent water or other means,clean,same
168,The clouds cleared the sky.,The fog cleared the skyline.,clear0,to remove something that is blocking or obscuring the view or understanding of something else,to remove something that is blocking or obscuring the view or understanding of something else,clear,same
169,The floor coated the bricks.,The painting coated the walls.,coat0,to cover or layer something with a substance such as paint varnish or a protective coating,to cover or layer something with a substance such as paint varnish or a protective coating,coat,same
170,The blanket covered the baby.,The car covered the driveway.,cover0,protect or shield,touch or reach,cover,different
171,The blanket covered the baby.,The clouds covered the sky.,cover1,protect or shield,prevent or hinder,cover,different
172,The clouds covered the sky.,The leaves covered the plants.,cover10,prevent or hinder,conceal or hide,cover,different
173,The clouds covered the sky.,The tablecloth covered the table.,cover11,prevent or hinder,enclose or surround,cover,different
174,The government covered the cost.,The leaves covered the plants.,cover12,provide for,conceal or hide,cover,different
175,The government covered the cost.,The tablecloth covered the table.,cover13,provide for,enclose or surround,cover,different
176,The leaves covered the plants.,The tablecloth covered the table.,cover14,conceal or hide,enclose or surround,cover,different
177,The blanket covered the baby.,The snow covered the garden.,cover15,protect or shield,protect or shield,cover,same
178,The car covered the driveway.,The sun covered the hilltops.,cover16,touch or reach,touch or reach,cover,same
179,The clouds covered the sky.,The rain covered the ground.,cover17,prevent or hinder,prevent or hinder,cover,same
180,The government covered the cost.,The school covered the cost.,cover18,provide for,provide for,cover,same
181,The leaves covered the plants.,The police covered the evidence.,cover19,conceal or hide,conceal or hide,cover,same
182,The blanket covered the baby.,The government covered the cost.,cover2,protect or shield,provide for,cover,different
183,The snow covered the ground.,The tablecloth covered the table.,cover20,enclose or surround,enclose or surround,cover,same
184,The blanket covered the baby.,The leaves covered the plants.,cover3,protect or shield,conceal or hide,cover,different
185,The blanket covered the baby.,The tablecloth covered the table.,cover4,protect or shield,enclose or surround,cover,different
186,The car covered the driveway.,The clouds covered the sky.,cover5,touch or reach,prevent or hinder,cover,different
187,The car covered the driveway.,The government covered the cost.,cover6,touch or reach,provide for,cover,different
188,The car covered the driveway.,The leaves covered the plants.,cover7,touch or reach,conceal or hide,cover,different
189,The car covered the driveway.,The tablecloth covered the table.,cover8,touch or reach,enclose or surround,cover,different
190,The clouds covered the sky.,The government covered the cost.,cover9,prevent or hinder,provide for,cover,different
191,The band crashed the party.,The car crashed the barrier.,crash0,to cause a party or event to fail or end prematurely,"to collide violently, especially with a loud noise",crash,different
192,The band crashed the party.,The investors crashed the stockmarket.,crash1,to cause a party or event to fail or end prematurely,to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash,different
193,The band crashed the party.,The band crashed the wedding.,crash10,to cause a party or event to fail or end prematurely,to cause a party or event to fail or end prematurely,crash,same
194,The car crashed the barrier.,The car crashed the guardrail.,crash11,"to collide violently, especially with a loud noise","to collide violently, especially with a loud noise",crash,same
195,The computer crashed the otherday.,The server crashed the application.,crash12,"to cause something to fail or malfunction, often suddenly and unexpectedly","to cause something to fail or malfunction, often suddenly and unexpectedly",crash,same
196,The government crashed the economy.,The investors crashed the stockmarket.,crash13,to cause a stock market or financial system to collapse or experience a sudden and significant decline,to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash,same
197,The news crashed the patient.,The teacher crashed the classroom.,crash14,to overwhelm or overpower someone emotionally or physically,to overwhelm or overpower someone emotionally or physically,crash,same
198,The band crashed the party.,The server crashed the application.,crash2,to cause a party or event to fail or end prematurely,"to cause something to fail or malfunction, often suddenly and unexpectedly",crash,different
199,The band crashed the party.,The teacher crashed the classroom.,crash3,to cause a party or event to fail or end prematurely,to overwhelm or overpower someone emotionally or physically,crash,different
200,The car crashed the barrier.,The investors crashed the stockmarket.,crash4,"to collide violently, especially with a loud noise",to cause a stock market or financial system to collapse or experience a sudden and significant decline,crash,different
201,The car crashed the barrier.,The server crashed the application.,crash5,"to collide violently, especially with a loud noise","to cause something to fail or malfunction, often suddenly and unexpectedly",crash,different
202,The car crashed the barrier.,The teacher crashed the classroom.,crash6,"to collide violently, especially with a loud noise",to overwhelm or overpower someone emotionally or physically,crash,different
203,The investors crashed the stockmarket.,The server crashed the application.,crash7,to cause a stock market or financial system to collapse or experience a sudden and significant decline,"to cause something to fail or malfunction, often suddenly and unexpectedly",crash,different
204,The investors crashed the stockmarket.,The teacher crashed the classroom.,crash8,to cause a stock market or financial system to collapse or experience a sudden and significant decline,to overwhelm or overpower someone emotionally or physically,crash,different
205,The server crashed the application.,The teacher crashed the classroom.,crash9,"to cause something to fail or malfunction, often suddenly and unexpectedly",to overwhelm or overpower someone emotionally or physically,crash,different
206,The artist drew the caricature.,The boy drew the curtains.,draw0,"draw as in ""to create a picture or diagram""","draw as in ""to pull or drag something""",draw,different
207,The artist drew the caricature.,The movie drew the largestaudienceofanymovieinthatperiodoftime.,draw1,"draw as in ""to create a picture or diagram""","draw as in ""to attract or entice someone""",draw,different
208,The artist drew the caricature.,The artist drew the landscape.,draw10,"draw as in ""to create a picture or diagram""","draw as in ""to create a picture or diagram""",draw,same
209,The book drew the attentionofreadersallaroundtheworld.,The movie drew the largestaudienceofanymovieinthatperiodoftime.,draw11,"draw as in ""to attract or entice someone""","draw as in ""to attract or entice someone""",draw,same
210,The boy drew the curtains.,The horse drew the cart.,draw12,"draw as in ""to pull or drag something""","draw as in ""to pull or drag something""",draw,same
211,The film drew the attention.,The police drew the suspects.,draw13,"draw as in ""to involve or engage someone in a situation""","draw as in ""to involve or engage someone in a situation""",draw,same
212,The student drew the jackpot.,The winner drew the jackpot.,draw14,"draw as in ""to take or receive something, such as a prize or reward""","draw as in ""to take or receive something, such as a prize or reward""",draw,same
213,The artist drew the caricature.,The police drew the suspects.,draw2,"draw as in ""to create a picture or diagram""","draw as in ""to involve or engage someone in a situation""",draw,different
214,The artist drew the caricature.,The winner drew the jackpot.,draw3,"draw as in ""to create a picture or diagram""","draw as in ""to take or receive something, such as a prize or reward""",draw,different
215,The boy drew the curtains.,The movie drew the largestaudienceofanymovieinthatperiodoftime.,draw4,"draw as in ""to pull or drag something""","draw as in ""to attract or entice someone""",draw,different
216,The boy drew the curtains.,The police drew the suspects.,draw5,"draw as in ""to pull or drag something""","draw as in ""to involve or engage someone in a situation""",draw,different
217,The boy drew the curtains.,The winner drew the jackpot.,draw6,"draw as in ""to pull or drag something""","draw as in ""to take or receive something, such as a prize or reward""",draw,different
218,The movie drew the largestaudienceofanymovieinthatperiodoftime.,The police drew the suspects.,draw7,"draw as in ""to attract or entice someone""","draw as in ""to involve or engage someone in a situation""",draw,different
219,The movie drew the largestaudienceofanymovieinthatperiodoftime.,The winner drew the jackpot.,draw8,"draw as in ""to attract or entice someone""","draw as in ""to take or receive something, such as a prize or reward""",draw,different
220,The police drew the suspects.,The winner drew the jackpot.,draw9,"draw as in ""to involve or engage someone in a situation""","draw as in ""to take or receive something, such as a prize or reward""",draw,different
221,The ball dropped the pitcher.,The boy dropped the book.,drop0,drop (something) on someone or something,drop (something) with (a person or thing),drop,different
222,The ball dropped the pitcher.,The boy dropped the glasses.,drop1,drop (something) on someone or something,drop (something) off,drop,different
223,The boy dropped the glasses.,The company dropped the project.,drop10,drop (something) off,drop (something) off a list or schedule,drop,different
224,The boy dropped the glasses.,The man dropped the suitcase.,drop11,drop (something) off,drop (something) on (a place),drop,different
225,The cat dropped the mouse.,The company dropped the project.,drop12,drop (something) in (a place),drop (something) off a list or schedule,drop,different
226,The cat dropped the mouse.,The man dropped the suitcase.,drop13,drop (something) in (a place),drop (something) on (a place),drop,different
227,The company dropped the project.,The man dropped the suitcase.,drop14,drop (something) off a list or schedule,drop (something) on (a place),drop,different
228,The bakery dropped the biscuit.,The cat dropped the mouse.,drop15,drop (something) in (a place),drop (something) in (a place),drop,same
229,The ball dropped the pitcher.,The nail dropped the hammer.,drop16,drop (something) on someone or something,drop (something) on someone or something,drop,same
230,The bombs dropped the enemy.,The man dropped the suitcase.,drop17,drop (something) on (a place),drop (something) on (a place),drop,same
231,The boy dropped the book.,The cat dropped the ball.,drop18,drop (something) with (a person or thing),drop (something) with (a person or thing),drop,same
232,The boy dropped the glasses.,The waiter dropped the dishes.,drop19,drop (something) off,drop (something) off,drop,same
233,The ball dropped the pitcher.,The cat dropped the mouse.,drop2,drop (something) on someone or something,drop (something) in (a place),drop,different
234,The company dropped the project.,The doctor dropped the patient.,drop20,drop (something) off a list or schedule,drop (something) off a list or schedule,drop,same
235,The ball dropped the pitcher.,The company dropped the project.,drop3,drop (something) on someone or something,drop (something) off a list or schedule,drop,different
236,The ball dropped the pitcher.,The man dropped the suitcase.,drop4,drop (something) on someone or something,drop (something) on (a place),drop,different
237,The boy dropped the book.,The boy dropped the glasses.,drop5,drop (something) with (a person or thing),drop (something) off,drop,different
238,The boy dropped the book.,The cat dropped the mouse.,drop6,drop (something) with (a person or thing),drop (something) in (a place),drop,different
239,The boy dropped the book.,The company dropped the project.,drop7,drop (something) with (a person or thing),drop (something) off a list or schedule,drop,different
240,The boy dropped the book.,The man dropped the suitcase.,drop8,drop (something) with (a person or thing),drop (something) on (a place),drop,different
241,The boy dropped the glasses.,The cat dropped the mouse.,drop9,drop (something) off,drop (something) in (a place),drop,different
242,The actor earned the accolade.,The footballers earned the clubs.,earn0,to gain or receive something in return for ones efforts or services,to gain or receive something in return for ones efforts or services,earn,same
243,The doctor encountered the patient.,The hikers encountered the bear.,encounter0,"experience or undergo something, especially an unpleasant or challenging situation","come into contact with something or someone, often with the implication of a physical or sensory experience",encounter,different
244,The doctor encountered the patient.,The police encountered the criminal.,encounter1,"experience or undergo something, especially an unpleasant or challenging situation",deal with or solve a problem or challenge,encounter,different
245,The doctor encountered the patient.,The soldier encountered the enemy.,encounter2,"experience or undergo something, especially an unpleasant or challenging situation",meet or come across something or someone unexpectedly,encounter,different
246,The hikers encountered the bear.,The police encountered the criminal.,encounter3,"come into contact with something or someone, often with the implication of a physical or sensory experience",deal with or solve a problem or challenge,encounter,different
247,The hikers encountered the bear.,The soldier encountered the enemy.,encounter4,"come into contact with something or someone, often with the implication of a physical or sensory experience",meet or come across something or someone unexpectedly,encounter,different
248,The police encountered the criminal.,The soldier encountered the enemy.,encounter5,deal with or solve a problem or challenge,meet or come across something or someone unexpectedly,encounter,different
249,The company encountered the issue.,The police encountered the criminal.,encounter6,deal with or solve a problem or challenge,deal with or solve a problem or challenge,encounter,same
250,The doctor encountered the patient.,The man encountered the thief.,encounter7,"experience or undergo something, especially an unpleasant or challenging situation","experience or undergo something, especially an unpleasant or challenging situation",encounter,same
251,The explorer encountered the tribe.,The hikers encountered the bear.,encounter8,"come into contact with something or someone, often with the implication of a physical or sensory experience","come into contact with something or someone, often with the implication of a physical or sensory experience",encounter,same
252,The soldier encountered the enemy.,The soldiers encountered the enemy.,encounter9,meet or come across something or someone unexpectedly,meet or come across something or someone unexpectedly,encounter,same
253,The dog fetched the ball.,The dog fetched the stick.,fetch0,to go and bring back something often something that is located at a distance or in a different place,to go and bring back something often something that is located at a distance or in a different place,fetch,same
254,The army fought the enemy.,The soldiers fought the battle.,fight0,the act of fighting against someone or something,the act of fighting against someone or something,fight,same
255,The company fired the worker.,The manager fired the employee.,fire0,to dismiss or release someone from a job or position,to dismiss or release someone from a job or position,fire,same
