,verb,sense,sense_id,sentence_id,sentence,seed,surprisal_1,surprisal_4,surprisal_3,surprisal_2
19,abuse,substance abuse,abuse5,abuse5_2,The drug abused the users.,43.0,44.39634704589844,163.19354248046875,90.22095489501953,61.10613250732422
20,abuse,power abuse,abuse6,abuse6_3,The police abused the power.,44.0,29.72594451904297,140.87684631347656,39.18933868408203,36.358062744140625
21,abuse,power abuse,abuse6,abuse6_2,The police abused the powers.,43.0,32.05561828613281,152.78964233398438,52.53945541381836,49.210670471191406
22,abuse,power abuse,abuse6,abuse6_5,The judge abused the courtroom.,46.0,34.778167724609375,166.8203125,48.5673713684082,39.46913146972656
23,abuse,power abuse,abuse6,abuse6_8,The company abused the power.,49.0,44.08382415771485,156.3931884765625,75.24842071533203,38.940406799316406
24,allow,to give permission or approval for something to happen or be done,allow1,allow1_9,The committee allowed the proposal.,53.0,28.44693756103516,204.67454528808594,52.119354248046875,31.99661636352539
25,allow,to give permission or approval for something to happen or be done,allow1,allow1_2,The teacher allowed the students.,43.0,37.63644790649414,166.71876525878906,35.32897186279297,35.7021598815918
26,allow,to give permission or approval for something to happen or be done,allow1,allow1_1,The teacher allowed the student.,42.0,39.32134628295898,166.0432891845703,36.3306884765625,37.296653747558594
27,allow,to give permission or approval for something to happen or be done,allow1,allow1_10,The manager allowed the employees.,41.0,39.32550430297852,177.07864379882812,51.20241928100586,38.45030212402344
28,approve,to endorse or support something,approve1,approve1_9,The board approved the proposal.,52.0,38.600494384765625,147.27658081054688,30.732269287109375,29.278961181640625
29,approve,to endorse or support something,approve1,approve1_5,The president approved the new.,46.0,39.592281341552734,173.59506225585938,38.11885452270508,38.020240783691406
30,approve,to endorse or support something,approve1,approve1_10,The senate approved the new.,41.0,39.76429748535156,162.95643615722656,38.97193908691406,38.901268005371094
31,approve,to endorse or support something,approve1,approve1_6,The jury approved the verdict.,47.0,40.690895080566406,144.18453979492188,32.64974594116211,32.275230407714844
32,approve,to officially sanction or ratify something,approve2,approve2_5,The government approved the proposal.,46.0,26.65387535095215,120.65248107910156,32.9840087890625,31.393936157226562
33,approve,to officially sanction or ratify something,approve2,approve2_6,The court approved the merger.,47.0,29.26546859741211,158.32644653320312,76.63006591796875,32.643409729003906
34,approve,to officially sanction or ratify something,approve2,approve2_8,The council approved the building.,49.0,30.135366439819336,138.84713745117188,49.44342803955078,35.401554107666016
35,approve,to officially sanction or ratify something,approve2,approve2_1,The company approved the plans.,42.0,31.119956970214844,177.48851013183594,49.00716018676758,35.351165771484375
36,approve,to be satisfied with something,approve3,approve3_1,The committee approved the plan.,42.0,26.14853477478028,133.4510040283203,30.495071411132812,29.88680648803711
37,approve,to be satisfied with something,approve3,approve3_2,The teacher approved the studentessay.,43.0,35.7907829284668,176.01280212402344,41.595115661621094,40.697967529296875
38,approve,to be satisfied with something,approve3,approve3_4,The jury approved the chargesheet.,45.0,37.81951904296875,167.40890502929688,45.624061584472656,42.852638244628906
39,approve,to be satisfied with something,approve3,approve3_9,The president approved the candidate.,51.0,38.688419342041016,193.4182891845703,35.71970748901367,35.05470657348633
40,approve,to accept or ratify a decision or action,approve4,approve4_2,The committee approved the proposal.,44.0,23.8979549407959,113.0353012084961,29.706787109375,27.80790138244629
41,approve,to accept or ratify a decision or action,approve4,approve4_3,The board approved the plan.,45.0,25.366941452026367,121.90419006347656,31.422775268554688,29.45795440673828
42,approve,to accept or ratify a decision or action,approve4,approve4_10,The president approved the bill.,41.0,25.99309158325196,181.62889099121094,30.55449676513672,29.350587844848633
43,approve,to accept or ratify a decision or action,approve4,approve4_7,The council approved the plans.,49.0,26.68291473388672,149.13267517089844,61.505615234375,45.936988830566406
44,beat,defeat,beat1,beat1_1,The team beat the opposition.,42.0,32.05787658691406,180.96591186523438,52.960609436035156,49.146629333496094
45,beat,defeat,beat1,beat1_2,The team beat the other.,43.0,35.022972106933594,185.91790771484375,55.09388732910156,33.646881103515625
46,beat,defeat,beat1,beat1_5,The other beat the team.,47.0,36.74387741088867,151.6246795654297,59.81639862060547,101.236328125
47,beat,defeat,beat1,beat1_7,The team beat the otherteam.,52.0,39.27745056152344,209.01663208007812,58.20267105102539,38.690982818603516
48,beat,conquer,beat2,beat2_5,The police beat the robbers.,47.0,28.18529891967773,183.65814208984375,43.59223175048828,48.11018371582031
49,beat,conquer,beat2,beat2_2,The team beat the opponent.,44.0,33.82364273071289,186.05099487304688,53.06706619262695,32.44981002807617
50,beat,conquer,beat2,beat2_1,The team beat the rival.,42.0,34.875579833984375,167.615234375,54.34535217285156,32.69879913330078
51,beat,conquer,beat2,beat2_9,The team beat the rivals.,54.0,36.03110504150391,179.84036254882812,63.73862075805664,43.25804901123047
52,beat,overpower,beat3,beat3_2,The police beat the rioters.,43.0,24.68543243408203,186.36172485351562,33.17499542236328,29.53295135498047
53,beat,overpower,beat3,beat3_5,The challenger beat the champion.,46.0,26.73739242553711,210.15086364746094,51.33876037597656,31.46347427368164
54,beat,overpower,beat3,beat3_7,The lion beat the gazelle.,49.0,27.207019805908203,178.0524139404297,65.24177551269531,31.837646484375
55,beat,overpower,beat3,beat3_3,The police beat the suspects.,44.0,28.47422409057617,185.63626098632812,33.158477783203125,32.46860122680664
56,beat,exhaust,beat4,beat4_2,The marathon beat the runner.,43.0,28.26967430114746,190.1208953857422,39.25874328613281,71.17204284667969
57,beat,exhaust,beat4,beat4_7,The meeting beat the participants.,49.0,31.2615966796875,198.60354614257812,73.9138412475586,69.1143569946289
58,beat,exhaust,beat4,beat4_1,The road beat the managers.,42.0,38.34710311889648,165.6426239013672,61.419490814208984,42.32495880126953
59,beat,exhaust,beat4,beat4_3,The train beat the busload.,45.0,40.79778671264648,165.14134216308594,87.63318634033203,47.63874053955078
60,beat,intimidate,beat5,beat5_7,The teacher beat the student.,49.0,27.81781768798828,150.55105590820312,30.663818359375,48.16839599609375
61,beat,intimidate,beat5,beat5_2,The bully beat the newcomer.,43.0,31.25253868103028,179.7381591796875,58.08933639526367,71.24551391601562
62,beat,intimidate,beat5,beat5_3,The mob beat the mayor.,45.0,41.20576095581055,172.99234008789062,47.93174743652344,33.432533264160156
63,beat,intimidate,beat5,beat5_1,The bully beat the younger.,42.0,41.93339538574219,168.11343383789062,53.290740966796875,59.09886932373047
64,beat,physically harm,beat6,beat6_2,The man beat the woman.,43.0,23.7847900390625,122.01394653320312,31.588180541992188,28.691036224365234
65,beat,physically harm,beat6,beat6_1,The man beat the dog.,42.0,24.231937408447266,121.18586730957031,31.581985473632812,29.278133392333984
66,beat,physically harm,beat6,beat6_3,The man beat the child.,44.0,24.250762939453125,148.20510864257812,32.94507598876953,28.86778450012207
67,beat,physically harm,beat6,beat6_9,The teacher beat the boy.,51.0,25.482051849365234,151.53488159179688,33.264198303222656,30.467147827148438
68,belt,fasten,belt1,belt1_6,The belt belted the jeans.,48.0,40.40158081054688,185.20074462890625,52.45581817626953,46.471553802490234
69,belt,fasten,belt1,belt1_4,The belt belted the suitcase.,46.0,40.82785034179688,217.2386474609375,69.00028991699219,47.51815414428711
70,belt,fasten,belt1,belt1_2,The belt belted the dresser.,43.0,44.965633392333984,193.83944702148438,56.058502197265625,51.99656677246094
71,belt,fasten,belt1,belt1_1,The beltline belted the carpenter.,42.0,46.351051330566406,265.8141174316406,59.7411003112793,56.099571228027344
72,belt,strike,belt2,belt2_3,The boxer belted the referee.,44.0,23.62555313110352,148.15708923339844,32.383018493652344,29.89918327331543
73,belt,strike,belt2,belt2_8,The referee belted the boxer.,53.0,25.856077194213867,154.78416442871094,61.19047546386719,30.887001037597656
74,belt,strike,belt2,belt2_7,The baseball belted the wall.,49.0,28.33919143676757,143.27757263183594,101.93468475341797,63.00441360473633
75,belt,strike,belt2,belt2_4,The man belted the thug.,45.0,28.392133712768555,161.11277770996094,36.424537658691406,49.17340087890625
76,belt,surround,belt3,belt3_3,The coastline belted the island.,44.0,30.5376033782959,209.55560302734375,57.85395050048828,52.39182662963867
77,belt,surround,belt3,belt3_1,The city belted the island.,42.0,32.94209289550781,191.074462890625,79.04896545410156,35.98332214355469
78,belt,surround,belt3,belt3_2,The coastline belted the city.,43.0,33.137264251708984,202.20535278320312,59.360679626464844,54.76392364501953
79,belt,surround,belt3,belt3_8,The mountains belted the city.,49.0,35.24214172363281,160.9287567138672,68.90071868896484,59.28651428222656
80,belt,win,belt4,belt4_2,The team belted the championship.,43.0,23.730451583862305,209.22943115234375,39.87071990966797,29.425636291503906
81,belt,win,belt4,belt4_1,The team belted the pennant.,42.0,25.161903381347656,217.96218872070312,40.40312576293945,30.618244171142578
82,belt,win,belt4,belt4_10,The team belted the tournament.,57.0,26.03026008605957,234.9783935546875,64.43359375,32.349143981933594
83,belt,win,belt4,belt4_3,The team belted the game.,44.0,32.16796875,189.40899658203125,39.110572814941406,30.292896270751953
84,belt,tighten,belt5,belt5_1,The belts belted the pants.,42.0,36.18935394287109,204.27796936035156,62.73085021972656,67.6943359375
85,belt,tighten,belt5,belt5_2,The belt belted the pants.,43.0,36.70457458496094,194.46568298339844,49.63200759887695,43.62788009643555
86,belt,tighten,belt5,belt5_7,The belt belted the coat.,50.0,39.23267364501953,187.11972045898438,70.54129028320312,47.20843505859375
87,belt,tighten,belt5,belt5_8,The belts belted the waists.,51.0,42.3559684753418,207.85592651367188,77.536376953125,80.09048461914062
88,box,to pack or contain something in a box,box1,box1_7,The bookshelf boxed the books.,48.0,30.64242172241211,231.03720092773438,72.78033447265625,78.9061279296875
89,box,to pack or contain something in a box,box1,box1_10,The bookstore boxed the books.,41.0,42.9796257019043,218.81747436523438,67.0262222290039,72.44883728027344
90,box,to pack or contain something in a box,box1,box1_4,The new boxed the contents.,45.0,45.50102615356445,192.97312927246094,95.18836975097656,142.09254455566406
91,box,to pack or contain something in a box,box1,box1_1,The boxing boxed the chocolates.,42.0,48.886043548583984,171.75360107421875,44.1495246887207,58.64909744262695
92,break,to shatter or shake apart,break1,break1_9,The window broke the stormy.,51.0,40.05281066894531,191.560791015625,48.611331939697266,46.978271484375
93,break,to shatter or shake apart,break1,break1_10,The glass broke the moment.,41.0,44.79964447021485,131.267822265625,42.88111877441406,41.64014434814453
94,break,to shatter or shake apart,break1,break1_8,The glass broke the windowpanes.,50.0,47.39951705932617,173.4336395263672,52.90823745727539,50.975929260253906
95,break,to shatter or shake apart,break1,break1_7,The vase broke the momentary.,49.0,55.30640411376953,160.0011749267578,49.52057647705078,50.720115661621094
96,break,to cause to separate or divide,break2,break2_2,The wind broke the waves.,43.0,23.983354568481445,138.2807159423828,69.67176055908203,25.687042236328125
97,break,to cause to separate or divide,break2,break2_1,The ice broke the boat.,42.0,28.97659111022949,132.13055419921875,36.103050231933594,30.830238342285156
98,break,to cause to separate or divide,break2,break2_3,The water broke the icecaps.,45.0,38.00566864013672,195.57225036621094,69.25517272949219,72.2643051147461
99,break,to cause to separate or divide,break2,break2_5,The scientists broke the atom.,47.0,40.32926940917969,168.5204315185547,48.46947479248047,62.12941360473633
100,break,to interrupt or disrupt,break3,break3_10,The news broke the silence.,41.0,27.13016128540039,146.45555114746094,35.8432731628418,44.33116149902344
101,break,to interrupt or disrupt,break3,break3_5,The rain broke the silence.,47.0,30.35013961791992,167.5162353515625,87.50328826904297,55.40331268310547
102,break,to interrupt or disrupt,break3,break3_6,The radio broke the silence.,49.0,40.08733367919922,128.58761596679688,52.20095443725586,30.349449157714844
103,break,to interrupt or disrupt,break3,break3_7,The students broke the lesson.,51.0,42.83951568603516,190.51080322265625,52.74913024902344,50.2537727355957
104,break,to exhaust or deplete,break4,break4_3,The meeting broke the chairman.,44.0,29.689611434936523,159.72694396972656,64.57386779785156,80.57257843017578
105,break,to exhaust or deplete,break4,break4_6,The film broke the boxoffice.,47.0,34.14093017578125,133.11354064941406,43.69438934326172,68.40438079833984
106,break,to exhaust or deplete,break4,break4_2,The budget broke the bankrolls.,43.0,45.97740936279297,172.0111083984375,62.920982360839844,62.219181060791016
107,break,to exhaust or deplete,break4,break4_7,The drought broke the wateringbankers.,48.0,50.354270935058594,174.87379455566406,118.5240249633789,91.35244750976562
108,break,to change or alter,break5,break5_2,The law broke the monopoly.,43.0,30.974422454833984,171.14041137695312,49.774356842041016,33.14145278930664
109,break,to change or alter,break5,break5_6,The computer broke the password.,47.0,31.218935012817383,158.8607940673828,67.82244110107422,35.52132034301758
110,break,to change or alter,break5,break5_9,The lawsuit broke the company.,50.0,32.037574768066406,176.70126342773438,62.731048583984375,35.65753936767578
111,break,to change or alter,break5,break5_7,The rules broke the traditionally.,48.0,41.57315444946289,183.1470947265625,114.35502624511719,91.95692443847656
112,break,to violate or disobey,break6,break6_8,The lawbreakers broke the law.,50.0,26.52165412902832,175.8887939453125,57.55937957763672,33.0365104675293
113,break,to violate or disobey,break6,break6_2,The lawbreaker broke the law.,43.0,26.57703399658203,167.62188720703125,48.50444793701172,43.9756965637207
114,break,to violate or disobey,break6,break6_6,The teacher broke the rule.,47.0,27.98135566711425,151.12522888183594,64.42845153808594,31.78781509399414
115,break,to violate or disobey,break6,break6_3,The lawmaker broke the law.,44.0,28.076568603515625,185.63433837890625,52.392208099365234,33.02608871459961
116,build,construct,build1,build1_6,The engineers built the bridge.,49.0,25.429149627685547,136.743896484375,45.38959503173828,44.3720588684082
117,build,construct,build1,build1_1,The company built the bridge.,42.0,26.335845947265625,158.46495056152344,33.053062438964844,31.16020965576172
118,build,construct,build1,build1_8,The carpenter built the table.,53.0,27.72949981689453,172.0576934814453,62.44068145751953,32.90697479248047
119,build,construct,build1,build1_3,The team built the tower.,46.0,29.13354110717773,178.42347717285156,35.15516662597656,33.6838264465332
120,build,develop,build2,build2_10,The city built the parkland.,41.0,40.15013885498047,134.72584533691406,57.29750442504883,42.52289581298828
121,build,develop,build2,build2_7,The city built the new.,48.0,44.08591079711914,121.4632339477539,53.642662048339844,41.604679107666016
122,build,develop,build2,build2_2,The company built the newest.,43.0,47.02254867553711,165.69888305664062,43.4841194152832,44.10934066772461
123,build,develop,build2,build2_1,The company built the marketing.,42.0,47.43033218383789,172.70367431640625,80.39387512207031,57.34466552734375
124,build,establish,build3,build3_10,The company built the plant.,41.0,29.56205368041992,161.29983520507812,35.236656188964844,34.590003967285156
125,build,establish,build3,build3_7,The government built the house.,51.0,30.540395736694336,169.6102294921875,48.2576904296875,35.57975387573242
126,build,establish,build3,build3_2,The company built the factory.,43.0,40.74321365356445,153.4631805419922,33.19234085083008,33.731571197509766
127,build,establish,build3,build3_8,The company built the office.,52.0,42.86906051635742,160.21031188964844,35.99677276611328,36.56846618652344
128,build,improve,build4,build4_7,The president built the economy.,49.0,29.79429244995117,183.92691040039062,67.06588745117188,32.78778076171875
129,build,improve,build4,build4_6,The government built the roads.,48.0,29.97990798950196,173.4579315185547,59.858863830566406,33.1856803894043
130,build,improve,build4,build4_1,The company built the software.,42.0,43.34116363525391,162.5936737060547,52.86097717285156,35.70600128173828
131,build,improve,build4,build4_3,The building built the roadworkers.,45.0,45.33707427978516,237.950439453125,49.823917388916016,91.97006225585938
132,build,create,build5,build5_8,The boy built the sandcastle.,53.0,29.086196899414062,177.40086364746094,33.650238037109375,61.524803161621094
133,build,create,build5,build5_3,The teacher built the test.,46.0,30.938343048095703,167.9161376953125,89.81446075439453,63.52620315551758
134,build,create,build5,build5_2,The teacher built the classroom.,45.0,32.50357437133789,157.50389099121094,64.1008071899414,64.7788314819336
135,build,create,build5,build5_6,The construction built the house.,49.0,33.72611618041992,169.6909942626953,36.93397521972656,38.57133483886719
136,burn,consume or destroy by fire,burn1,burn1_8,The book burned the house.,49.0,34.34864807128906,132.92098999023438,38.0877571105957,38.879966735839844
137,burn,consume or destroy by fire,burn1,burn1_7,The house burned the grassland.,48.0,37.69441986083984,172.47756958007812,43.79731369018555,42.31338119506836
138,burn,consume or destroy by fire,burn1,burn1_10,The fire burned the house.,41.0,38.4383659362793,193.43621826171875,31.731061935424805,28.04288101196289
139,burn,consume or destroy by fire,burn1,burn1_1,The house burned the otherday.,42.0,40.81442260742188,133.37899780273438,46.43148422241211,44.77392578125
140,burn,cause to feel intense heat or pain,burn2,burn2_7,The fire burned the paper.,49.0,27.465784072875977,182.43087768554688,33.47834014892578,31.564102172851562
141,burn,cause to feel intense heat or pain,burn2,burn2_10,The hotplate burned the food.,53.0,33.87657928466797,159.5170440673828,54.179664611816406,36.32815170288086
142,burn,cause to feel intense heat or pain,burn2,burn2_1,The sun burned the grasshopper.,42.0,34.19709396362305,179.14553833007812,38.178550720214844,37.270164489746094
143,burn,cause to feel intense heat or pain,burn2,burn2_2,The sun burned the skin.,43.0,40.94979476928711,139.7887725830078,35.031959533691406,32.20616149902344
144,burn,char or scorch the surface of something,burn3,burn3_6,The sun burned the grass.,48.0,24.533349990844727,143.22525024414062,31.163259506225586,27.66925811767578
145,burn,char or scorch the surface of something,burn3,burn3_1,The sun burned the leaves.,42.0,27.099594116210938,143.49002075195312,33.91041564941406,30.239307403564453
146,burn,char or scorch the surface of something,burn3,burn3_3,The fire burned the sofa.,45.0,27.623764038085938,202.5242156982422,51.244178771972656,31.324121475219727
147,burn,char or scorch the surface of something,burn3,burn3_7,The fire burned the floorboards.,49.0,29.54705238342285,195.63438415527344,38.709022521972656,32.742801666259766
148,burn,use up or exhaust a resource,burn4,burn4_6,The fire burned the woodstove.,48.0,39.42779541015625,221.7730712890625,41.95233917236328,42.03402328491211
149,burn,use up or exhaust a resource,burn4,burn4_3,The electricity burned the motorcycle.,45.0,43.55722427368164,216.54786682128906,89.92282104492188,63.8829460144043
150,burn,use up or exhaust a resource,burn4,burn4_2,The coal burned the furnace.,43.0,46.308135986328125,164.87005615234375,55.258453369140625,37.10094451904297
151,burn,use up or exhaust a resource,burn4,burn4_10,The candle burned the wick.,41.0,46.81792449951172,146.05690002441406,47.9708366394043,48.92571258544922
152,burn,"experience a strong emotion, such as anger or passion",burn5,burn5_1,The actress burned the audience.,42.0,35.33019256591797,182.80484008789062,57.13896179199219,41.768272399902344
153,burn,"experience a strong emotion, such as anger or passion",burn5,burn5_8,The flames burned the walls.,49.0,38.0163459777832,180.95286560058594,51.05095672607422,91.93280792236328
154,burn,"experience a strong emotion, such as anger or passion",burn5,burn5_2,The actor burned the stageboards.,43.0,43.526126861572266,230.92864990234375,61.463191986083984,49.470977783203125
155,burn,"experience a strong emotion, such as anger or passion",burn5,burn5_3,The man burned the womanhood.,44.0,46.592552185058594,142.30130004882812,63.530067443847656,53.45475387573242
156,burn,"move quickly and intensely, as if fueled by fire",burn6,burn6_7,The crowd burned the effigy.,49.0,34.75628662109375,189.13812255859375,49.4600715637207,49.53790283203125
157,burn,"move quickly and intensely, as if fueled by fire",burn6,burn6_4,The candle burned the incense.,46.0,36.873085021972656,170.9912109375,49.794700622558594,48.83977508544922
158,burn,"move quickly and intensely, as if fueled by fire",burn6,burn6_1,The sun burned the desertscape.,42.0,42.195762634277344,171.6221466064453,63.42961120605469,43.50986099243164
159,burn,"move quickly and intensely, as if fueled by fire",burn6,burn6_6,The sun burned the sky.,48.0,44.21526336669922,137.3587646484375,35.53529357910156,34.05314636230469
160,burn,have a strong desire or craving,burn7,burn7_2,The smell burned the nostrils.,43.0,36.990211486816406,182.3961181640625,59.480712890625,40.013336181640625
161,burn,have a strong desire or craving,burn7,burn7_4,The drug burned the criminal.,45.0,39.93342971801758,161.44247436523438,82.96544647216797,63.98808288574219
162,burn,have a strong desire or craving,burn7,burn7_1,The woman burned the steak.,42.0,49.6772689819336,177.1138916015625,62.56719207763672,69.01265716552734
163,burn,have a strong desire or craving,burn7,burn7_10,The cake burned the pan.,41.0,51.76530075073242,184.49014282226562,36.43174743652344,40.082542419433594
164,button,the act of pressing a button,button1,button1_7,The boy buttoned the jacket.,48.0,29.389991760253903,202.30482482910156,33.754539489746094,33.754417419433594
165,button,the act of pressing a button,button1,button1_10,The computer buttoned the light.,41.0,33.07133102416992,159.73048400878906,76.55867004394531,35.88169479370117
166,button,the act of pressing a button,button1,button1_2,The buttoning buttoned the jacket.,43.0,37.20182037353516,213.81884765625,59.21525573730469,43.196372985839844
167,button,the act of pressing a button,button1,button1_3,The buttoning buttoned the buttonhole.,44.0,38.45116424560547,222.3468475341797,60.10741424560547,44.68531036376953
168,cast,to throw or project something,cast1,cast1_7,The pitcher cast the ball.,48.0,25.11690902709961,162.3942108154297,33.97198486328125,29.538837432861328
169,cast,to throw or project something,cast1,cast1_8,The magician cast the spell.,49.0,27.158920288085938,164.1382598876953,32.28792190551758,30.987201690673828
170,cast,to throw or project something,cast1,cast1_1,The boy cast the stone.,42.0,27.231067657470703,168.07891845703125,63.16300582885742,31.79217529296875
171,cast,to throw or project something,cast1,cast1_10,The girl cast the dice.,51.0,28.05539321899414,174.03994750976562,35.15849304199219,31.96990203857422
172,cast,to assign a role or part to someone,cast2,cast2_3,The director cast the actors.,44.0,25.508766174316406,157.93882751464844,33.601627349853516,31.082582473754883
173,cast,to assign a role or part to someone,cast2,cast2_7,The director cast the leading.,48.0,27.67784118652344,144.9873046875,60.91845703125,57.941856384277344
174,cast,to assign a role or part to someone,cast2,cast2_5,The director cast the starlet.,46.0,31.86256599426269,166.31094360351562,41.34440994262695,67.98970031738281
175,cast,to assign a role or part to someone,cast2,cast2_2,The director cast the lead.,43.0,35.21332550048828,156.34957885742188,35.67597579956055,31.80983543395996
176,cast,to vote or elect someone,cast3,cast3_1,The people cast the votes.,42.0,28.24957847595215,169.37893676757812,70.45635223388672,33.325599670410156
177,cast,to vote or elect someone,cast3,cast3_10,The people cast the ballot.,51.0,30.07404518127441,196.5139923095703,58.51276397705078,35.674560546875
178,cast,to vote or elect someone,cast3,cast3_8,The voters cast the votes.,49.0,30.08937263488769,110.72168731689453,77.5833740234375,35.038150787353516
179,cast,to vote or elect someone,cast3,cast3_2,The people cast the presidential.,43.0,32.59197235107422,212.43418884277344,91.9870834350586,40.17585754394531
180,cast,to shape or form something using a mold or a cast,cast4,cast4_7,The plasterer cast the concrete.,49.0,32.421138763427734,230.7071990966797,92.31127166748047,63.6146354675293
181,cast,to shape or form something using a mold or a cast,cast4,cast4_3,The mold cast the chair.,45.0,34.278900146484375,198.37176513671875,66.82323455810547,63.74197006225586
182,cast,to shape or form something using a mold or a cast,cast4,cast4_1,The sculptor cast the bronze.,42.0,36.23542022705078,155.3784942626953,60.19670104980469,33.36627960205078
183,cast,to shape or form something using a mold or a cast,cast4,cast4_2,The sculptor cast the statue.,43.0,36.96028900146485,163.05148315429688,58.98297119140625,31.465375900268555
184,cast,to predict or prophesy something,cast5,cast5_10,The weatherman cast the weather.,41.0,27.02042007446289,197.36148071289062,58.8697509765625,33.238895416259766
185,cast,to predict or prophesy something,cast5,cast5_3,The weatherperson cast the forecasting.,44.0,39.21603012084961,194.23941040039062,60.81415557861328,61.130619049072266
186,cast,to predict or prophesy something,cast5,cast5_8,The oracle cast the future.,49.0,41.10800552368164,170.05491638183594,64.0614013671875,33.9288330078125
187,cast,to predict or prophesy something,cast5,cast5_6,The prognosticator cast the outcome.,47.0,44.075904846191406,240.133056640625,77.5788345336914,63.798179626464844
188,catch,seize or take hold of something physically,catch1,catch1_1,The cat caught the mouse.,42.0,22.929664611816406,147.37445068359375,27.185588836669922,26.30860710144043
189,catch,seize or take hold of something physically,catch1,catch1_8,The cat caught the ball.,54.0,24.566818237304688,159.55502319335938,30.173778533935547,29.472991943359375
190,catch,seize or take hold of something physically,catch1,catch1_7,The child caught the ball.,53.0,24.922332763671875,165.74668884277344,47.197265625,46.71067810058594
191,catch,seize or take hold of something physically,catch1,catch1_10,The thief caught the purse.,41.0,25.45564651489257,140.13673400878906,36.10652160644531,30.757888793945312
192,catch,"identify or detect something, such as an error or a mistake",catch2,catch2_2,The computer caught the error.,43.0,25.312162399291992,122.30095672607422,51.24137878417969,29.08654022216797
193,catch,"identify or detect something, such as an error or a mistake",catch2,catch2_3,The computer caught the mistake.,44.0,26.18706512451172,158.94369506835938,53.28165054321289,30.438411712646484
194,catch,"identify or detect something, such as an error or a mistake",catch2,catch2_7,The computer caught the typo.,48.0,27.549745559692383,157.83724975585938,60.33582305908203,41.778114318847656
195,catch,"identify or detect something, such as an error or a mistake",catch2,catch2_6,The secretary caught the mistake.,47.0,29.43413543701172,177.56761169433594,79.36453247070312,33.89814376831055
196,catch,prevent or stop something from happening or continuing,catch3,catch3_2,The police caught the thief.,43.0,24.980749130249023,168.00332641601562,29.704631805419922,28.62803840637207
197,catch,prevent or stop something from happening or continuing,catch3,catch3_8,The police caught the thieves.,52.0,26.68936347961425,167.576416015625,32.08842849731445,29.931419372558594
198,catch,prevent or stop something from happening or continuing,catch3,catch3_9,The dog caught the ball.,53.0,26.689842224121094,143.95748901367188,28.743877410888672,30.914993286132812
199,catch,prevent or stop something from happening or continuing,catch3,catch3_1,The police caught the burglar.,42.0,27.50076103210449,175.131591796875,31.37624740600586,30.484378814697266
200,catch,"obtain or acquire something, such as a disease or an emotion",catch4,catch4_2,The virus caught the patient.,43.0,28.94103240966797,172.56927490234375,68.14058685302734,33.85897445678711
