,rater_id,sentence,rating,sense_id,sense,verb,typicality,naturalness,surprisal,sentence_id,coca_freq
34,36,The baby arranged the something.,100.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
35,37,The baby arranged the something.,55.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
36,38,The baby arranged the something.,62.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
37,39,The baby arranged the something.,0.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
38,40,The baby arranged the something.,0.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
39,41,The baby arranged the something.,63.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
40,42,The baby arranged the something.,100.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
41,43,The baby arranged the something.,70.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
42,44,The baby arranged the something.,0.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
43,45,The baby arranged the something.,25.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
44,46,The baby arranged the something.,22.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
45,47,The baby arranged the something.,25.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
46,48,The baby arranged the something.,71.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
47,49,The baby arranged the something.,67.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
48,50,The baby arranged the something.,10.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
49,51,The baby arranged the something.,56.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
50,52,The baby arranged the something.,82.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
51,53,The baby arranged the something.,0.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
52,54,The baby arranged the something.,0.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
53,55,The baby arranged the something.,0.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
54,56,The baby arranged the something.,7.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
55,57,The baby arranged the something.,0.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
56,58,The baby arranged the something.,23.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
57,59,The baby arranged the something.,35.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
58,60,The baby arranged the something.,65.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
59,61,The baby arranged the something.,2.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
60,62,The baby arranged the something.,79.0,calibration,calibration,arrange,typical,unnatural,127.4743881225586,nat_calib_1,29108
61,1,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
62,2,The cow split the check.,89.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
63,3,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
64,5,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
65,6,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
66,7,The cow split the check.,67.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
67,8,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
68,9,The cow split the check.,95.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
69,10,The cow split the check.,98.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
70,11,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
71,12,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
72,13,The cow split the check.,85.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
73,14,The cow split the check.,89.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
74,15,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
75,16,The cow split the check.,96.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
76,17,The cow split the check.,90.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
77,18,The cow split the check.,73.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
78,19,The cow split the check.,13.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
79,20,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
80,21,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
81,22,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
82,23,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
83,24,The cow split the check.,95.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
84,25,The cow split the check.,92.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
85,26,The cow split the check.,74.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
86,27,The cow split the check.,73.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
87,28,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
88,29,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
89,30,The cow split the check.,20.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
90,31,The cow split the check.,80.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
91,32,The cow split the check.,81.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
92,33,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
93,34,The cow split the check.,84.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
94,35,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
95,36,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
96,37,The cow split the check.,95.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
97,38,The cow split the check.,73.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
98,39,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
99,40,The cow split the check.,51.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
100,41,The cow split the check.,71.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
101,42,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
102,43,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
103,44,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
104,45,The cow split the check.,79.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
105,46,The cow split the check.,78.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
106,47,The cow split the check.,94.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
107,48,The cow split the check.,74.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
108,49,The cow split the check.,66.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
109,50,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
110,51,The cow split the check.,75.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
111,52,The cow split the check.,61.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
112,53,The cow split the check.,1.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
113,54,The cow split the check.,73.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
114,55,The cow split the check.,100.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
115,56,The cow split the check.,74.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
116,57,The cow split the check.,62.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
117,58,The cow split the check.,6.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
118,59,The cow split the check.,73.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
119,60,The cow split the check.,33.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
120,61,The cow split the check.,0.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
121,62,The cow split the check.,0.0,calibration,calibration,split,atypical,natural,99.90948486328124,nat_calib_8,26970
122,1,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
123,2,The player bounced the bottle.,92.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
124,3,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
125,5,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
126,6,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
127,7,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
128,8,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
129,9,The player bounced the bottle.,98.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
130,10,The player bounced the bottle.,99.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
131,11,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
132,12,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
133,13,The player bounced the bottle.,91.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
134,14,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
135,15,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
136,16,The player bounced the bottle.,89.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
137,17,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
138,18,The player bounced the bottle.,79.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
139,19,The player bounced the bottle.,83.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
140,20,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
141,21,The player bounced the bottle.,62.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
142,22,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
143,23,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
144,24,The player bounced the bottle.,80.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
145,25,The player bounced the bottle.,89.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
146,26,The player bounced the bottle.,77.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
147,27,The player bounced the bottle.,92.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
148,28,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
149,29,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
150,30,The player bounced the bottle.,60.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
151,31,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
152,32,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
153,33,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
154,34,The player bounced the bottle.,87.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
155,35,The player bounced the bottle.,90.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
156,36,The player bounced the bottle.,84.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
157,37,The player bounced the bottle.,60.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
158,38,The player bounced the bottle.,86.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
159,39,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
160,40,The player bounced the bottle.,60.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
161,41,The player bounced the bottle.,70.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
162,42,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
163,43,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
164,44,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
165,45,The player bounced the bottle.,67.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
166,46,The player bounced the bottle.,95.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
167,47,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
168,48,The player bounced the bottle.,70.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
169,49,The player bounced the bottle.,95.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
170,50,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
171,51,The player bounced the bottle.,97.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
172,52,The player bounced the bottle.,74.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
173,53,The player bounced the bottle.,10.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
174,54,The player bounced the bottle.,50.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
175,55,The player bounced the bottle.,100.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
176,56,The player bounced the bottle.,84.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
177,57,The player bounced the bottle.,69.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
178,58,The player bounced the bottle.,51.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
179,59,The player bounced the bottle.,91.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
180,60,The player bounced the bottle.,94.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
181,61,The player bounced the bottle.,73.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
182,62,The player bounced the bottle.,0.0,calibration,calibration,bounce,atypical,natural,144.24302673339844,nat_calib_15,15792
183,1,The stylist noticed the abruptly.,50.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
184,2,The stylist noticed the abruptly.,88.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
185,3,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
186,5,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
187,6,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
188,7,The stylist noticed the abruptly.,13.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
189,8,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
190,9,The stylist noticed the abruptly.,5.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
191,10,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
192,11,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
193,12,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
194,13,The stylist noticed the abruptly.,3.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
195,14,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
196,15,The stylist noticed the abruptly.,20.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
197,16,The stylist noticed the abruptly.,11.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
198,17,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
199,18,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
200,19,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
201,20,The stylist noticed the abruptly.,5.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
202,21,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
203,22,The stylist noticed the abruptly.,1.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
204,23,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
205,24,The stylist noticed the abruptly.,14.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
206,25,The stylist noticed the abruptly.,25.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
207,26,The stylist noticed the abruptly.,11.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
208,27,The stylist noticed the abruptly.,5.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
209,28,The stylist noticed the abruptly.,100.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
210,29,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
211,30,The stylist noticed the abruptly.,20.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
212,31,The stylist noticed the abruptly.,83.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
213,32,The stylist noticed the abruptly.,20.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
214,33,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
215,34,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
216,35,The stylist noticed the abruptly.,15.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
217,36,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
218,37,The stylist noticed the abruptly.,18.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
219,38,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
220,39,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
221,40,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
222,41,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
223,42,The stylist noticed the abruptly.,100.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
224,43,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
225,44,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
226,45,The stylist noticed the abruptly.,23.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
227,46,The stylist noticed the abruptly.,6.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
228,47,The stylist noticed the abruptly.,8.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
229,48,The stylist noticed the abruptly.,23.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
230,49,The stylist noticed the abruptly.,72.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
231,50,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
232,51,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
233,52,The stylist noticed the abruptly.,59.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
234,53,The stylist noticed the abruptly.,1.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
235,54,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
236,55,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
237,56,The stylist noticed the abruptly.,0.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
238,57,The stylist noticed the abruptly.,29.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
239,58,The stylist noticed the abruptly.,39.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
240,59,The stylist noticed the abruptly.,30.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
241,60,The stylist noticed the abruptly.,81.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
242,61,The stylist noticed the abruptly.,99.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
243,62,The stylist noticed the abruptly.,83.0,calibration,calibration,notice,typical,unnatural,102.8839874267578,nat_calib_16,99709
244,1,The chauffeur drove the carefully.,0.0,calibration,calibration,drive,typical,unnatural,88.0801010131836,nat_calib_26,194360
