rater_id,sentence,rating,sense,verb,typicality,naturalness,sentence_type,surprisal,freq,verbnet_class
77135e68-7a3e-4f88-b0a0-188097bbcb6e,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
4d099f6f-b553-4b8e-8b11-222f8c4557f6,The baby arranged the something.,100.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
01742728-76ab-430b-b918-c7818dfa65c6,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
ff75b1e4-99dc-4841-9cd7-839e257733f8,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
cebeaa19-e277-4968-bcf4-c6917d415743,The baby arranged the something.,18.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
36cf3d57-57a7-430e-8f46-96e5e68f35ee,The baby arranged the something.,16.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
fc69a7f6-75da-4e44-8729-d3673383a0ef,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
315193f6-96dd-43f0-8ce8-551367feaa0a,The baby arranged the something.,19.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
c89803a7-1a90-484c-a4f0-81bd04466831,The baby arranged the something.,8.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
49fe14c4-bce5-4449-9144-8a99262ac13c,The baby arranged the something.,8.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
e1e020da-c5d4-4572-b0e9-ef062e46a0de,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
ea7a5924-23e7-4cbe-bdbb-907517b78544,The baby arranged the something.,3.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
e2833930-0f3d-4f8c-85ac-ad9b4af6c45d,The baby arranged the something.,30.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
f5bb5555-399f-4d70-9b29-b2ac4905834f,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
33d48343-47ab-4646-9e81-2100577d6d78,The baby arranged the something.,40.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
e37a8e3d-d553-4f24-b2cd-7e92f7135420,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
6056359d-8d33-4200-b6b4-d313b3bde489,The baby arranged the something.,68.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
2bc597de-8f5c-4c07-adbd-95201c8f2913,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
5f0cf49f-128b-4fbd-b354-016e45029b80,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
eb3eb438-e98b-47e8-ad6f-fba76e2e2c7a,The baby arranged the something.,50.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
f9205512-b68f-4a17-9784-8617ef2111e1,The baby arranged the something.,82.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
6e858037-a0ac-4dbc-883c-0149e515f000,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
acc2147d-d805-44a7-96f6-34a31fd2f764,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
c0083459-4ca7-4fe9-a1ba-3784a9b21e46,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
36e7d4b6-6403-4a44-9946-e767842c93ad,The baby arranged the something.,89.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
e5843f9b-e366-4f37-ae0f-e614b9e6a4dc,The baby arranged the something.,27.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
8c95f277-0182-4688-a016-df8228332ca7,The baby arranged the something.,5.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
4379a7a7-84b8-482b-98b2-19c477f6a8bf,The baby arranged the something.,71.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
3609c604-ad29-4478-99e4-ebe0b1892f89,The baby arranged the something.,32.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
76c276e3-6d59-47b2-a46c-be6726d838d7,The baby arranged the something.,56.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
816ddb2a-0952-4721-9353-aa90dabf8b4b,The baby arranged the something.,9.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
f1f5edef-2f84-479d-9536-676aeae548de,The baby arranged the something.,100.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
714f47df-a566-436e-a5c2-f1481ce76a30,The baby arranged the something.,18.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
3d17d623-32f0-4009-a14f-28c843f1556c,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
b782f740-5bec-44b9-9d0c-953d0dcad686,The baby arranged the something.,6.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
118235e3-19b4-4f09-8a1e-930562c180a9,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
6a1abb97-07f6-443a-a446-285fa019cac2,The baby arranged the something.,0.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
cf59229d-6be3-4480-9c64-f999655a610b,The baby arranged the something.,21.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
297d6be8-8090-4923-9df2-9ed12d221af6,The baby arranged the something.,6.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
b495c353-695f-4789-b960-40df8e63107f,The baby arranged the something.,16.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
a12b15ab-6db9-4007-9c47-9ff7642becbc,The baby arranged the something.,7.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
3e7e757b-fac5-47f0-a74d-b00a894fa7ed,The baby arranged the something.,5.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
8418f010-1890-485d-948a-ed929005a3d4,The baby arranged the something.,16.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
0affb1f5-e293-4bac-8313-2f93b84a78ed,The baby arranged the something.,12.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
9184ecf6-821e-46b0-b669-53000741e5f9,The baby arranged the something.,12.0,arrange.01: build,arrange,typical,unnatural,calibration,127.4743881225586,2289,build
3a40f7cb-560a-40fd-8602-746ce0b1bbf1,The cow split the check.,35.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
0f9cf17c-cd15-46c4-987c-90fed2c715a2,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
69926755-5e77-413a-af03-ed80781500d1,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
ce357a74-c321-43b1-bf56-de4b86bc0bda,The cow split the check.,84.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
97f323f2-d43d-44f2-ac72-cfaef1a40821,The cow split the check.,80.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
8a128c3c-1278-476f-ba94-928751dbc138,The cow split the check.,66.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
f42e5947-c6af-4124-9fab-4104947ac8fb,The cow split the check.,68.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
987e4571-e265-4e54-8fc0-41a24feda467,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
f6ddea8a-a218-4d31-a546-dba9ddee77ba,The cow split the check.,64.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
44d872b4-a3c9-42b7-9d24-fcf6ceaeef9a,The cow split the check.,61.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
8b40e820-35a4-4d08-85e4-00aa6c50b7b7,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
d68d8d83-5135-46c7-bd45-c81b96d0480c,The cow split the check.,50.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
c763af5e-fb19-46ab-94d2-fde6806f10b9,The cow split the check.,82.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
78ac422d-4498-4dd0-bd30-23fa866caae6,The cow split the check.,93.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
2579ff6c-a9b3-4d39-8289-5b3bc612ffb2,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
ccda209a-1189-4e56-97cd-3081545b7001,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
01c42869-dd26-46fa-927b-282c7d43b251,The cow split the check.,33.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
d0dd2df7-a7aa-429a-9186-c7981d9f9df6,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
ed22f1d1-b899-43cf-9487-77c9d2a1ee9a,The cow split the check.,89.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
c788f921-c7bc-4e61-b4d9-112296362b06,The cow split the check.,58.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
0868ca6a-f623-481a-a13e-18d0e0c1869f,The cow split the check.,82.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
a7c62a32-48bf-40f5-b7e6-1c1aa495a05b,The cow split the check.,97.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
b7411fcb-20e6-4538-b4fc-623377d8de0b,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
2abe9414-8686-4a7c-91a2-3071f6608ac6,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
92e55338-721d-4563-9f4f-7099a92536db,The cow split the check.,85.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
c96a9e67-a98f-43c5-bf35-8b620050bea4,The cow split the check.,50.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
05a4e7ed-7fe5-4641-8c7d-c353a8f691b9,The cow split the check.,28.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
f22b325a-0df1-4369-af5d-a5c1e2c1f1ec,The cow split the check.,0.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
84fc584e-435a-46af-9fb9-ff21f577cea8,The cow split the check.,72.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
5e7fde0c-a69d-447a-96d0-8a57dbd51aae,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
4e836ad9-81b7-4eaa-b69e-e45b462cf4d8,The cow split the check.,90.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
599be963-63f4-453a-94f1-f7d47a3f7d7e,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
b82ce6fc-fe56-4350-bf54-062a37a959d1,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
de0d0c63-59ec-4e40-b655-e20c50928c8e,The cow split the check.,96.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
77135e68-7a3e-4f88-b0a0-188097bbcb6e,The cow split the check.,85.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
4d099f6f-b553-4b8e-8b11-222f8c4557f6,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
01742728-76ab-430b-b918-c7818dfa65c6,The cow split the check.,69.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
ff75b1e4-99dc-4841-9cd7-839e257733f8,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
cebeaa19-e277-4968-bcf4-c6917d415743,The cow split the check.,89.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
36cf3d57-57a7-430e-8f46-96e5e68f35ee,The cow split the check.,68.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
fc69a7f6-75da-4e44-8729-d3673383a0ef,The cow split the check.,90.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
315193f6-96dd-43f0-8ce8-551367feaa0a,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
c89803a7-1a90-484c-a4f0-81bd04466831,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
49fe14c4-bce5-4449-9144-8a99262ac13c,The cow split the check.,90.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
e1e020da-c5d4-4572-b0e9-ef062e46a0de,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
ea7a5924-23e7-4cbe-bdbb-907517b78544,The cow split the check.,88.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
e2833930-0f3d-4f8c-85ac-ad9b4af6c45d,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
f5bb5555-399f-4d70-9b29-b2ac4905834f,The cow split the check.,87.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
33d48343-47ab-4646-9e81-2100577d6d78,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
e37a8e3d-d553-4f24-b2cd-7e92f7135420,The cow split the check.,14.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
6056359d-8d33-4200-b6b4-d313b3bde489,The cow split the check.,3.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
2bc597de-8f5c-4c07-adbd-95201c8f2913,The cow split the check.,85.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
5f0cf49f-128b-4fbd-b354-016e45029b80,The cow split the check.,74.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
eb3eb438-e98b-47e8-ad6f-fba76e2e2c7a,The cow split the check.,50.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
f9205512-b68f-4a17-9784-8617ef2111e1,The cow split the check.,58.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
6e858037-a0ac-4dbc-883c-0149e515f000,The cow split the check.,99.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
acc2147d-d805-44a7-96f6-34a31fd2f764,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
c0083459-4ca7-4fe9-a1ba-3784a9b21e46,The cow split the check.,76.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
36e7d4b6-6403-4a44-9946-e767842c93ad,The cow split the check.,93.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
e5843f9b-e366-4f37-ae0f-e614b9e6a4dc,The cow split the check.,77.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
8c95f277-0182-4688-a016-df8228332ca7,The cow split the check.,98.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
4379a7a7-84b8-482b-98b2-19c477f6a8bf,The cow split the check.,81.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
3609c604-ad29-4478-99e4-ebe0b1892f89,The cow split the check.,82.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
76c276e3-6d59-47b2-a46c-be6726d838d7,The cow split the check.,72.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
816ddb2a-0952-4721-9353-aa90dabf8b4b,The cow split the check.,95.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
f1f5edef-2f84-479d-9536-676aeae548de,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
714f47df-a566-436e-a5c2-f1481ce76a30,The cow split the check.,68.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
3d17d623-32f0-4009-a14f-28c843f1556c,The cow split the check.,74.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
b782f740-5bec-44b9-9d0c-953d0dcad686,The cow split the check.,91.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
118235e3-19b4-4f09-8a1e-930562c180a9,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
6a1abb97-07f6-443a-a446-285fa019cac2,The cow split the check.,94.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
cf59229d-6be3-4480-9c64-f999655a610b,The cow split the check.,72.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
297d6be8-8090-4923-9df2-9ed12d221af6,The cow split the check.,50.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
b495c353-695f-4789-b960-40df8e63107f,The cow split the check.,82.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
a12b15ab-6db9-4007-9c47-9ff7642becbc,The cow split the check.,67.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
3e7e757b-fac5-47f0-a74d-b00a894fa7ed,The cow split the check.,87.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
8418f010-1890-485d-948a-ed929005a3d4,The cow split the check.,50.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
0affb1f5-e293-4bac-8313-2f93b84a78ed,The cow split the check.,81.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
9184ecf6-821e-46b0-b669-53000741e5f9,The cow split the check.,100.0,"split.01: divide, separate",split,atypical,natural,calibration,99.90948486328124,2218,break
3a40f7cb-560a-40fd-8602-746ce0b1bbf1,The player bounced the bottle.,64.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
0f9cf17c-cd15-46c4-987c-90fed2c715a2,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
69926755-5e77-413a-af03-ed80781500d1,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
ce357a74-c321-43b1-bf56-de4b86bc0bda,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
97f323f2-d43d-44f2-ac72-cfaef1a40821,The player bounced the bottle.,13.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
8a128c3c-1278-476f-ba94-928751dbc138,The player bounced the bottle.,77.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
f42e5947-c6af-4124-9fab-4104947ac8fb,The player bounced the bottle.,34.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
987e4571-e265-4e54-8fc0-41a24feda467,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
f6ddea8a-a218-4d31-a546-dba9ddee77ba,The player bounced the bottle.,79.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
44d872b4-a3c9-42b7-9d24-fcf6ceaeef9a,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
8b40e820-35a4-4d08-85e4-00aa6c50b7b7,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
d68d8d83-5135-46c7-bd45-c81b96d0480c,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
c763af5e-fb19-46ab-94d2-fde6806f10b9,The player bounced the bottle.,77.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
78ac422d-4498-4dd0-bd30-23fa866caae6,The player bounced the bottle.,89.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
2579ff6c-a9b3-4d39-8289-5b3bc612ffb2,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
ccda209a-1189-4e56-97cd-3081545b7001,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
01c42869-dd26-46fa-927b-282c7d43b251,The player bounced the bottle.,80.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
d0dd2df7-a7aa-429a-9186-c7981d9f9df6,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
ed22f1d1-b899-43cf-9487-77c9d2a1ee9a,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
c788f921-c7bc-4e61-b4d9-112296362b06,The player bounced the bottle.,100.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
0868ca6a-f623-481a-a13e-18d0e0c1869f,The player bounced the bottle.,81.0,"bounce.01: boing boing boing,",bounce,atypical,natural,calibration,144.24302673339844,666,roll
